,Column,year,id,artist and album name,release format,label,genre,subgenre,want,have
189190,99835,2023,29069779,"Milos Asian - Breathe In, Breathe Out",CD,"Not On Label (Milos Asian Self-Released), Kitchen Studio, Black Box Studio",Pop,Indie Pop,0,4
189191,99835,2023,29069779,"Milos Asian - Breathe In, Breathe Out",Album,"Not On Label (Milos Asian Self-Released), Kitchen Studio, Black Box Studio",Pop,Indie Pop,0,4
189200,99841,2023,30637483,Wyatt Goodwin - Gnashing Of Teeth,CD,Not On Label (Wyatt Goodwin Self-released),Pop,Indie Pop,0,1
189201,99841,2023,30637483,Wyatt Goodwin - Gnashing Of Teeth,Album,Not On Label (Wyatt Goodwin Self-released),Pop,Indie Pop,0,1
189218,99850,2023,27723717,krutь* - Live With Chamber Orchestra,CD,Not On Label (KRUTЬ Self-Released),Pop,Indie Pop,2,6
189219,99850,2023,27723717,krutь* - Live With Chamber Orchestra,Album,Not On Label (KRUTЬ Self-Released),Pop,Indie Pop,2,6
189222,99852,2023,32149230,Rental0012 - La Vita In Una Sera,CD,Not On Label,Pop,Indie Pop,1,1
189223,99852,2023,32149230,Rental0012 - La Vita In Una Sera,EP,Not On Label,Pop,Indie Pop,1,1
189244,99864,2023,33320085,Milan Áda - Po Pěšinách Snů,CD,"Not On Label, Indies Records",Pop,Indie Pop,0,0
189245,99864,2023,33320085,Milan Áda - Po Pěšinách Snů,Album,"Not On Label, Indies Records",Pop,Indie Pop,0,0
189259,99887,2023,29392006,Schwarz (16) - Red Pill,CD,Not On Label,"Electronic, Pop",Indie Pop,0,3
189260,99887,2023,29392006,Schwarz (16) - Red Pill,Album,Not On Label,"Electronic, Pop",Indie Pop,0,3
189265,99890,2023,27482418,Tamara Kramar - Bachelor Of Science,CD,Not On Label (Tamara Kramar Self-released),Pop,Indie Pop,0,1
189266,99890,2023,27482418,Tamara Kramar - Bachelor Of Science,EP,Not On Label (Tamara Kramar Self-released),Pop,Indie Pop,0,1
189269,99892,2023,27748728,Rondoprinz - Die Dramatik Der Vergeblichkeit,CD,Not On Label,"Rock, Pop",Indie Pop,0,1
189270,99892,2023,27748728,Rondoprinz - Die Dramatik Der Vergeblichkeit,Album,Not On Label,"Rock, Pop",Indie Pop,0,1
189275,99895,2023,35697127,Dolly Mavies - The Calm And The Storm,CD,Not On Label (Dolly Mavies Self-released),Pop,Indie Pop,0,1
189276,99895,2023,35697127,Dolly Mavies - The Calm And The Storm,Album,Not On Label (Dolly Mavies Self-released),Pop,Indie Pop,0,1
189299,99907,2023,28028961,Et On Déjeune - Dans L'Eau,CD,Not On Label,Pop,Indie Pop,0,1
189300,99907,2023,28028961,Et On Déjeune - Dans L'Eau,EP,Not On Label,Pop,Indie Pop,0,1
189350,99932,2023,29082946,Chico De Neón - playa amarilla,CD,Not On Label (Chico De Neón Self-released),Pop,Indie Pop,0,1
189351,99932,2023,29082946,Chico De Neón - playa amarilla,EP,Not On Label (Chico De Neón Self-released),Pop,Indie Pop,0,1
189352,99933,2023,26213927,Moderno (3) - Storia Di Un Occidentale,CD,Not On Label,Pop,Indie Pop,0,1
189353,99933,2023,26213927,Moderno (3) - Storia Di Un Occidentale,Album,Not On Label,Pop,Indie Pop,0,1
189474,99986,2023,28713691,Adrian Underhill (2) - After This,CD,"Not On Label (Adrian Underhill (2) Self-Released), FACTOR","Rock, Pop",Indie Pop,0,1
189475,99986,2023,28713691,Adrian Underhill (2) - After This,Album,"Not On Label (Adrian Underhill (2) Self-Released), FACTOR","Rock, Pop",Indie Pop,0,1
189476,99986,2023,28713691,Adrian Underhill (2) - After This,Stereo,"Not On Label (Adrian Underhill (2) Self-Released), FACTOR","Rock, Pop",Indie Pop,0,1
189521,100002,2023,27739323,The Cucumbers (2) - Old Shoes,CD,Not On Label (Cucumbers self-released),Pop,Indie Pop,2,3
189522,100002,2023,27739323,The Cucumbers (2) - Old Shoes,Mini-Album,Not On Label (Cucumbers self-released),Pop,Indie Pop,2,3
189529,100005,2023,27723483,krutь* - Albino,CD,Not On Label (KRUTЬ Self-Released),Pop,Indie Pop,3,6
189530,100005,2023,27723483,krutь* - Albino,Mini-Album,Not On Label (KRUTЬ Self-Released),Pop,Indie Pop,3,6
189537,100008,2023,29201917,Haevn - HAEVN Live In Tivoli,CD,"Not On Label (Haevn Self-released), Haevn Music, Haevn Music",Pop,Indie Pop,26,46
189538,100008,2023,29201917,Haevn - HAEVN Live In Tivoli,Album,"Not On Label (Haevn Self-released), Haevn Music, Haevn Music",Pop,Indie Pop,26,46
189539,100008,2023,29201917,Haevn - HAEVN Live In Tivoli,Stereo,"Not On Label (Haevn Self-released), Haevn Music, Haevn Music",Pop,Indie Pop,26,46
189567,100018,2023,29080888,Nicole Dollanganger - Natural Born Losers,CD,Not On Label (Nicole Dollanganger Self-released),Pop,Indie Pop,229,105
189568,100018,2023,29080888,Nicole Dollanganger - Natural Born Losers,Limited Edition,Not On Label (Nicole Dollanganger Self-released),Pop,Indie Pop,229,105
189648,100040,2023,31422422,"The Other End - The Sun Will Do You Good, They Said",CD,Not On Label,"Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",1,2
189649,100040,2023,31422422,"The Other End - The Sun Will Do You Good, They Said",Album,Not On Label,"Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",1,2
189654,100043,2023,30053113,Wildermiss - Levitate,CD,Not On Label (Wildermiss Self-released),"Rock, Pop","Indie Rock, Indie Pop",1,6
189655,100043,2023,30053113,Wildermiss - Levitate,Album,Not On Label (Wildermiss Self-released),"Rock, Pop","Indie Rock, Indie Pop",1,6
189662,100047,2023,33159993,Mel Stone - Princess,CD,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,3
189663,100047,2023,33159993,Mel Stone - Princess,Album,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,3
189672,100052,2023,30519196,I Love You Honey Bunny - We Just Had A Wonderful Time,CD,Not On Label (I Love You Honey Bunny Self-released),"Rock, Pop","Indie Pop, Indie Rock",0,0
189673,100052,2023,30519196,I Love You Honey Bunny - We Just Had A Wonderful Time,Album,Not On Label (I Love You Honey Bunny Self-released),"Rock, Pop","Indie Pop, Indie Rock",0,0
189719,100072,2023,28165273,Drizzly (2) - Fairyland,CD,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,0
189720,100072,2023,28165273,Drizzly (2) - Fairyland,EP,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,0
189727,100084,2023,33179196,Curerbell - Colourful Magic,CD,Not On Label,"Rock, Pop","Indie Rock, Indie Pop",0,1
189728,100084,2023,33179196,Curerbell - Colourful Magic,EP,Not On Label,"Rock, Pop","Indie Rock, Indie Pop",0,1
189762,100094,2023,28723648,Sosaner - どっちだってオッケー,CD,Not On Label,"Funk / Soul, Pop",Indie Pop,0,0
189763,100094,2023,28723648,Sosaner - どっちだってオッケー,Mini-Album,Not On Label,"Funk / Soul, Pop",Indie Pop,0,0
189764,100094,2023,28723648,Sosaner - どっちだってオッケー,Stereo,Not On Label,"Funk / Soul, Pop",Indie Pop,0,0
189797,100105,2023,31580350,"CHARLOT (8) - Darker Than The Moon, Under Wishing Stars",CD,Not On Label,Pop,Indie Pop,1,5
189798,100105,2023,31580350,"CHARLOT (8) - Darker Than The Moon, Under Wishing Stars",EP,Not On Label,Pop,Indie Pop,1,5
189799,100105,2023,31580350,"CHARLOT (8) - Darker Than The Moon, Under Wishing Stars",Compilation,Not On Label,Pop,Indie Pop,1,5
189800,100105,2023,31580350,"CHARLOT (8) - Darker Than The Moon, Under Wishing Stars",Stereo,Not On Label,Pop,Indie Pop,1,5
189808,100108,2023,32411493,Несладко - В центре скандала,CD,Not On Label,Pop,Indie Pop,0,3
189809,100108,2023,32411493,Несладко - В центре скандала,Album,Not On Label,Pop,Indie Pop,0,3
189810,100108,2023,32411493,Несладко - В центре скандала,Limited Edition,Not On Label,Pop,Indie Pop,0,3
189843,100119,2023,27051570,Gregory Pepper And His Problems - No Thanks,CD,Not On Label,Pop,Indie Pop,4,1
189844,100119,2023,27051570,Gregory Pepper And His Problems - No Thanks,Album,Not On Label,Pop,Indie Pop,4,1
189845,100119,2023,27051570,Gregory Pepper And His Problems - No Thanks,Limited Edition,Not On Label,Pop,Indie Pop,4,1
189846,100120,2023,28622356,Ania Brzozowska - The Journey,CD,Not On Label (Ania Brzozowska Self-released),"Pop, Folk, World, & Country",Indie Pop,0,22
189847,100120,2023,28622356,Ania Brzozowska - The Journey,Mini-Album,Not On Label (Ania Brzozowska Self-released),"Pop, Folk, World, & Country",Indie Pop,0,22
189848,100120,2023,28622356,Ania Brzozowska - The Journey,EP,Not On Label (Ania Brzozowska Self-released),"Pop, Folk, World, & Country",Indie Pop,0,22
189864,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,Vinyl,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189865,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,LP,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189866,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,Single Sided,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189867,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,Etched,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189868,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,All Media,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189869,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,Album,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189870,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,Limited Edition,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189871,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,Remastered,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189872,100131,2023,29982931,Devon Hendryx - The Ghost~Pop Tape,Stereo,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",127,221
189876,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,Vinyl,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189877,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,LP,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189878,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,Single Sided,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189879,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,Etched,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189880,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,All Media,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189881,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,Album,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189882,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,Remastered,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189883,100134,2023,29471392,Devon Hendryx - The Ghost~Pop Tape,Special Edition,"Not On Label (Devon Hendryx Self-released), GZ Media","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",362,1351
189901,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,Vinyl,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189902,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,LP,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189903,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,Single Sided,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189904,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,Etched,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189905,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,Limited Edition,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189906,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,All Media,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189907,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,Album,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189908,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,Remastered,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189909,100139,2023,30119396,Devon Hendryx - The Ghost~Pop Tape,Stereo,"Not On Label (Devon Hendryx Self-released), GZ Media, Godmode","Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Ambient, Lo-Fi, Experimental, Hypnagogic pop",141,275
189910,100140,2023,30755340,Devon Hendryx - The Ghost ~ Pop Tape,Vinyl,Not On Label (Devon Hendryx Self-released),"Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Hypnagogic pop, Ambient, Experimental, Lo-Fi",19,5
189911,100140,2023,30755340,Devon Hendryx - The Ghost ~ Pop Tape,LP,Not On Label (Devon Hendryx Self-released),"Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Hypnagogic pop, Ambient, Experimental, Lo-Fi",19,5
189912,100140,2023,30755340,Devon Hendryx - The Ghost ~ Pop Tape,Album,Not On Label (Devon Hendryx Self-released),"Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Hypnagogic pop, Ambient, Experimental, Lo-Fi",19,5
189913,100140,2023,30755340,Devon Hendryx - The Ghost ~ Pop Tape,Limited Edition,Not On Label (Devon Hendryx Self-released),"Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Hypnagogic pop, Ambient, Experimental, Lo-Fi",19,5
189914,100140,2023,30755340,Devon Hendryx - The Ghost ~ Pop Tape,Unofficial Release,Not On Label (Devon Hendryx Self-released),"Electronic, Hip Hop, Pop","Alt-Pop, Cloud Rap, Hypnagogic pop, Ambient, Experimental, Lo-Fi",19,5
189929,100145,2023,28095907,Abby Holliday - I'm Ok No I'm Not,CD,"Not On Label (Abby Holliday Self-released), Abby Holliday, Abby Holliday, The Loft Studio LA",Pop,Indie Pop,3,16
189930,100145,2023,28095907,Abby Holliday - I'm Ok No I'm Not,Album,"Not On Label (Abby Holliday Self-released), Abby Holliday, Abby Holliday, The Loft Studio LA",Pop,Indie Pop,3,16
189931,100145,2023,28095907,Abby Holliday - I'm Ok No I'm Not,Deluxe Edition,"Not On Label (Abby Holliday Self-released), Abby Holliday, Abby Holliday, The Loft Studio LA",Pop,Indie Pop,3,16
189932,100145,2023,28095907,Abby Holliday - I'm Ok No I'm Not,Stereo,"Not On Label (Abby Holliday Self-released), Abby Holliday, Abby Holliday, The Loft Studio LA",Pop,Indie Pop,3,16
189955,100151,2023,27753054,3 Days of Wonder - Time Well Wasted,CD,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,1
189956,100151,2023,27753054,3 Days of Wonder - Time Well Wasted,EP,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,1
189957,100151,2023,27753054,3 Days of Wonder - Time Well Wasted,Stereo,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,1
189981,100159,2023,29188093,Hot Freaks (2) - Hot Freaks,CD,Not On Label (Hot Freaks (2) Self-released),"Rock, Pop","Indie Pop, Indie Rock",35,14
189982,100159,2023,29188093,Hot Freaks (2) - Hot Freaks,Album,Not On Label (Hot Freaks (2) Self-released),"Rock, Pop","Indie Pop, Indie Rock",35,14
189983,100159,2023,29188093,Hot Freaks (2) - Hot Freaks,Stereo,Not On Label (Hot Freaks (2) Self-released),"Rock, Pop","Indie Pop, Indie Rock",35,14
189984,100160,2023,29148760,Héloïse (2) - One Click One Scroll,Cassette,"Not On Label (Héloïse (2) Self-released), Atelier für Ton und Musik, Zürich","Rock, Pop","Experimental, Post-Punk, Indie Pop",0,3
189985,100160,2023,29148760,Héloïse (2) - One Click One Scroll,Album,"Not On Label (Héloïse (2) Self-released), Atelier für Ton und Musik, Zürich","Rock, Pop","Experimental, Post-Punk, Indie Pop",0,3
190000,100167,2023,27202233,Ritt Momney - Her and All of My Friends,Vinyl,"Not On Label (Ritt Momney Self-released), Mad Vinyl Music",Pop,Indie Pop,18,84
190001,100167,2023,27202233,Ritt Momney - Her and All of My Friends,LP,"Not On Label (Ritt Momney Self-released), Mad Vinyl Music",Pop,Indie Pop,18,84
190021,100180,2023,29606770,Bory - Who's A Good Boy,CD,"Not On Label, Trash Treasury Studio, Red Lantern Studios, Really Rad Records, Bory, Bory","Rock, Pop","Indie Rock, Indie Pop, Power Pop",1,2
190022,100180,2023,29606770,Bory - Who's A Good Boy,Album,"Not On Label, Trash Treasury Studio, Red Lantern Studios, Really Rad Records, Bory, Bory","Rock, Pop","Indie Rock, Indie Pop, Power Pop",1,2
190060,100202,2023,29017006,Wake Up Sleepyhead - Six Easy Pieces,Vinyl,"Not On Label, Rainforest Room",Pop,Indie Pop,1,1
190061,100202,2023,29017006,Wake Up Sleepyhead - Six Easy Pieces,"12""","Not On Label, Rainforest Room",Pop,Indie Pop,1,1
190076,100215,2023,26642168,Maggie Koerner - The Bartholomew Songs,Vinyl,"Mirrorball Publishing, The Parlor, New Orleans, LA, Two Studios, Air Studios, Not On Label (Maggie Koerner Self-Released)",Pop,Indie Pop,12,45
190077,100215,2023,26642168,Maggie Koerner - The Bartholomew Songs,LP,"Mirrorball Publishing, The Parlor, New Orleans, LA, Two Studios, Air Studios, Not On Label (Maggie Koerner Self-Released)",Pop,Indie Pop,12,45
190080,100217,2023,29733304,Daily J - Slush Honey,Vinyl,Not On Label (Daily J Self-Released),Pop,Indie Pop,2,18
190081,100217,2023,29733304,Daily J - Slush Honey,LP,Not On Label (Daily J Self-Released),Pop,Indie Pop,2,18
190114,100241,2023,29316070,slenderbodies - Sotto Voce,Vinyl,Not On Label,Pop,Indie Pop,35,79
190115,100241,2023,29316070,slenderbodies - Sotto Voce,LP,Not On Label,Pop,Indie Pop,35,79
190138,100249,2023,29599900,Knotts - Ribbon Dancer,Vinyl,"Not On Label (Knotts Self-released), Tube World, Cincinnati, OH, GZ Media","Funk / Soul, Pop, Folk, World, & Country",Indie Pop,0,5
190139,100249,2023,29599900,Knotts - Ribbon Dancer,LP,"Not On Label (Knotts Self-released), Tube World, Cincinnati, OH, GZ Media","Funk / Soul, Pop, Folk, World, & Country",Indie Pop,0,5
190140,100249,2023,29599900,Knotts - Ribbon Dancer,Album,"Not On Label (Knotts Self-released), Tube World, Cincinnati, OH, GZ Media","Funk / Soul, Pop, Folk, World, & Country",Indie Pop,0,5
190144,100251,2023,28975609,Sahara Beck - All Attention On Your Emotions,Vinyl,Not On Label,Pop,Indie Pop,3,14
190145,100251,2023,28975609,Sahara Beck - All Attention On Your Emotions,LP,Not On Label,Pop,Indie Pop,3,14
190146,100251,2023,28975609,Sahara Beck - All Attention On Your Emotions,Album,Not On Label,Pop,Indie Pop,3,14
190150,100253,2023,26639636,Aly & AJ - With Love From,Vinyl,Not On Label (Aly & AJ Self-released),"Pop, Folk, World, & Country",Indie Pop,118,346
190151,100253,2023,26639636,Aly & AJ - With Love From,LP,Not On Label (Aly & AJ Self-released),"Pop, Folk, World, & Country",Indie Pop,118,346
190152,100253,2023,26639636,Aly & AJ - With Love From,Album,Not On Label (Aly & AJ Self-released),"Pop, Folk, World, & Country",Indie Pop,118,346
190204,100278,2023,28260262,Pecker (4) - Peso Pluma,Vinyl,"Not On Label, Mad Vinyl Music",Pop,Indie Pop,5,7
190205,100278,2023,28260262,Pecker (4) - Peso Pluma,LP,"Not On Label, Mad Vinyl Music",Pop,Indie Pop,5,7
190206,100278,2023,28260262,Pecker (4) - Peso Pluma,Album,"Not On Label, Mad Vinyl Music",Pop,Indie Pop,5,7
190207,100279,2023,33832329,Little Green (4) - Little Star,Vinyl,Not On Label,Pop,Indie Pop,0,1
190208,100279,2023,33832329,Little Green (4) - Little Star,LP,Not On Label,Pop,Indie Pop,0,1
190209,100279,2023,33832329,Little Green (4) - Little Star,Album,Not On Label,Pop,Indie Pop,0,1
190213,100281,2023,28447996,Oh He Dead - Pretty,Vinyl,"Not On Label, Red Giraffe Studios, Black Belt Mastering, Record Technology Incorporated",Pop,Indie Pop,19,69
190214,100281,2023,28447996,Oh He Dead - Pretty,LP,"Not On Label, Red Giraffe Studios, Black Belt Mastering, Record Technology Incorporated",Pop,Indie Pop,19,69
190215,100281,2023,28447996,Oh He Dead - Pretty,Album,"Not On Label, Red Giraffe Studios, Black Belt Mastering, Record Technology Incorporated",Pop,Indie Pop,19,69
190230,100287,2023,29294593,Raincity - Ohyeahnofursurebud,CD,Not On Label (Raincity Self-Released),"Hip Hop, Jazz, Rock, Funk / Soul, Pop","Alternative Rock, Glam, Alt-Pop, Pop Punk, Indie Rock, Stoner Rock, Hard Rock, Prog Rock, Rhythm & Blues",0,2
190231,100287,2023,29294593,Raincity - Ohyeahnofursurebud,Album,Not On Label (Raincity Self-Released),"Hip Hop, Jazz, Rock, Funk / Soul, Pop","Alternative Rock, Glam, Alt-Pop, Pop Punk, Indie Rock, Stoner Rock, Hard Rock, Prog Rock, Rhythm & Blues",0,2
190232,100287,2023,29294593,Raincity - Ohyeahnofursurebud,Stereo,Not On Label (Raincity Self-Released),"Hip Hop, Jazz, Rock, Funk / Soul, Pop","Alternative Rock, Glam, Alt-Pop, Pop Punk, Indie Rock, Stoner Rock, Hard Rock, Prog Rock, Rhythm & Blues",0,2
190315,100322,2023,31409546,Bigott - Dedicated To None,Vinyl,Not On Label (Bigott Self-released),Pop,Indie Pop,2,5
190316,100322,2023,31409546,Bigott - Dedicated To None,LP,Not On Label (Bigott Self-released),Pop,Indie Pop,2,5
190317,100322,2023,31409546,Bigott - Dedicated To None,Album,Not On Label (Bigott Self-released),Pop,Indie Pop,2,5
190363,100338,2023,28390015,Schwarz (16) - Red Pill,Vinyl,Not On Label,"Electronic, Pop",Indie Pop,2,20
190364,100338,2023,28390015,Schwarz (16) - Red Pill,LP,Not On Label,"Electronic, Pop",Indie Pop,2,20
190365,100338,2023,28390015,Schwarz (16) - Red Pill,Album,Not On Label,"Electronic, Pop",Indie Pop,2,20
190393,100348,2023,34139062,Zander Hawley - The Ventura Exit,Vinyl,Not On Label (Zander Hawley Self-released),"Pop, Folk, World, & Country",Indie Pop,1,4
190394,100348,2023,34139062,Zander Hawley - The Ventura Exit,LP,Not On Label (Zander Hawley Self-released),"Pop, Folk, World, & Country",Indie Pop,1,4
190395,100348,2023,34139062,Zander Hawley - The Ventura Exit,Album,Not On Label (Zander Hawley Self-released),"Pop, Folk, World, & Country",Indie Pop,1,4
190399,100350,2023,28388284,Xavi Moyano - Transcocktail,Vinyl,"Not On Label, Mad Vinyl Music","Electronic, Pop",Indie Pop,0,1
190400,100350,2023,28388284,Xavi Moyano - Transcocktail,LP,"Not On Label, Mad Vinyl Music","Electronic, Pop",Indie Pop,0,1
190401,100350,2023,28388284,Xavi Moyano - Transcocktail,Album,"Not On Label, Mad Vinyl Music","Electronic, Pop",Indie Pop,0,1
190420,100369,2023,27068448,John Voyage - Vol. I,Cassette,Not On Label,"Jazz, Pop","Indie Pop, Cool Jazz",0,1
190421,100369,2023,27068448,John Voyage - Vol. I,Compilation,Not On Label,"Jazz, Pop","Indie Pop, Cool Jazz",0,1
190422,100369,2023,27068448,John Voyage - Vol. I,Limited Edition,Not On Label,"Jazz, Pop","Indie Pop, Cool Jazz",0,1
190454,100406,2023,27040338,Michl - Form Follows Function,Vinyl,Not On Label (Michl Self-released),"Electronic, Pop",Indie Pop,9,25
190455,100406,2023,27040338,Michl - Form Follows Function,LP,Not On Label (Michl Self-released),"Electronic, Pop",Indie Pop,9,25
190456,100406,2023,27040338,Michl - Form Follows Function,Album,Not On Label (Michl Self-released),"Electronic, Pop",Indie Pop,9,25
190466,100410,2023,33100428,Suni - Sengeafsnit 2,Vinyl,Not On Label,Pop,Indie Pop,0,0
190467,100410,2023,33100428,Suni - Sengeafsnit 2,"12""",Not On Label,Pop,Indie Pop,0,0
190468,100410,2023,33100428,Suni - Sengeafsnit 2,Album,Not On Label,Pop,Indie Pop,0,0
190499,100422,2023,27606306,Would-Be-Goods - The Night Life,CD,"Not On Label (Would-Be-Goods Self-released), Grimston Levelling Solutions","Rock, Pop","Indie Pop, Pop Rock",18,20
190500,100422,2023,27606306,Would-Be-Goods - The Night Life,Compilation,"Not On Label (Would-Be-Goods Self-released), Grimston Levelling Solutions","Rock, Pop","Indie Pop, Pop Rock",18,20
190518,100446,2023,28133368,Melissa Menago - Echo The Optimist,Vinyl,Not On Label,Pop,Indie Pop,3,4
190519,100446,2023,28133368,Melissa Menago - Echo The Optimist,LP,Not On Label,Pop,Indie Pop,3,4
190520,100446,2023,28133368,Melissa Menago - Echo The Optimist,Album,Not On Label,Pop,Indie Pop,3,4
